mission,year,country,location,latitude,longitude,Infantry,NoTroops,Reserve,hq,UNPOL,Med,Av,UNMO,ave.no.troops
UNISFA,2012,Sudan,Agok OB,9.411944,28.564722,150,150,0,2,0,0,0,1,150
UNISFA,2012,Sudan,Diffra OB,9.931185,28.478984,150,150,0,2,0,0,0,1,150
UNISFA,2012,Sudan,Dokura TOB,9.678986,28.458475,75,150,0,0,0,0,0,0,150
UNISFA,2012,Sudan,Farouk OB,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2012,Sudan,Goli OB,9.848597,28.477926,35,35,0,0,0,0,0,0,35
UNISFA,2012,Sudan,Marial Achak OB,9.479328,28.624917,35,35,0,0,0,0,0,1,35
UNISFA,2012,Sudan,Tejalei TOB,9.673606,28.593325,35,35,0,0,0,0,0,0,35
UNISFA,2012,Sudan,Todach OB,9.734739,28.472629,450,450,0,0,0,0,0,1,450
UNISFA,2012,Sudan,Topabyei TOB,9.552469,28.467883,150,150,0,0,0,0,0,0,150
UNISFA,2012,Sudan,Banton OB,9.506389,28.470323,150,150,0,0,0,0,0,1,150
UNISFA,2013,Sudan,Abyei,9.595247,28.434934,250,935,0,3,0,1,1,1,1035
UNISFA,2013,Sudan,Abyei Camp,9.627095,28.434498,150,150,0,0,0,1,1,1,692
UNISFA,2013,Sudan,Agok OB,9.411944,28.564722,150,150,0,2,0,0,0,1,150
UNISFA,2013,Sudan,Anthony,9.521561,28.482737,240,150,0,0,0,0,0,1,240
UNISFA,2013,Sudan,Banton,9.506389,28.470323,240,150,0,0,0,0,0,1,270
UNISFA,2013,Sudan,Diffra,9.931185,28.478984,277,150,0,2,0,0,0,1,381
UNISFA,2013,Sudan,Dokura,9.678986,28.458475,240,150,0,0,0,0,0,1,330
UNISFA,2013,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Farouk,10.110936,28.420397,104,35,0,0,0,0,0,1,104
UNISFA,2013,Sudan,Kadugli,11.010596,29.713688,0,150,0,0,0,0,0,0,112
UNISFA,2013,Sudan,Leu,9.589619,28.619278,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Marial Achak,9.479328,28.624917,150,150,0,0,0,0,0,1,150
UNISFA,2013,Sudan,Noong,9.703328,28.452392,150,150,0,0,0,0,0,1,150
UNISFA,2013,Sudan,Tejalei,9.673606,28.593325,92,35,0,0,0,0,0,1,92
UNISFA,2013,Sudan,Thurpader,9.556753,28.862417,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Todach,9.734739,28.472629,180,450,0,0,0,0,0,1,420
UNISFA,2013,Sudan,Topabyei,9.552469,28.467883,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Um Khariet,9.778103,28.637597,150,150,0,0,0,0,0,1,150
UNISFA,2013,Sudan,Agok,9.357486,28.5825788,150,300,0,2,0,0,0,1,187
UNISFA,2013,Sudan,Arik,9.443783,28.319375,35,35,0,0,0,0,0,0,35
UNISFA,2013,Sudan,Banton,9.506389,28.470323,240,300,0,0,0,0,0,1,270
UNISFA,2013,Sudan,Colognial,9.386008,28.623067,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Diffra,9.931185,28.478984,277,300,0,2,0,0,0,1,381
UNISFA,2013,Sudan,Galadu,9.498647,28.408603,150,150,0,0,0,0,0,0,150
UNISFA,2013,Sudan,Goli,9.848597,28.477926,150,150,0,0,0,0,0,1,150
UNISFA,2013,Sudan,Tejalei,9.673606,28.593325,92,150,0,0,0,0,0,1,92
UNISFA,2013,Sudan,Todach,9.734739,28.472629,180,300,0,0,0,0,0,1,420
UNISFA,2013,Sudan,Abyei,9.595247,28.434934,250,1235,0,3,0,1,1,1,1035
UNISFA,2013,Sudan,Abyei Highway,9.585539,28.450789,150,300,0,0,0,0,0,0,300
UNISFA,2013,Sudan,Agok,9.357486,28.5825788,150,150,0,0,0,0,0,1,187
UNISFA,2013,Sudan,Anthony,9.521561,28.482737,240,300,0,2,0,0,0,1,240
UNISFA,2013,Sudan,Diffra,9.931185,28.478984,277,485,0,2,0,0,0,1,381
UNISFA,2013,Sudan,Dokura,9.678986,28.458475,240,450,0,2,0,0,0,1,330
UNISFA,2013,Sudan,Farouk,10.110936,28.420397,104,150,0,0,0,0,0,1,104
UNISFA,2013,Sudan,Abyei Camp,9.627095,28.434498,150,1235,0,3,0,1,1,1,692
UNISFA,2013,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2013,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,112
UNISFA,2014,Sudan,Abyei Camp,9.627095,28.434498,200,1085,0,3,0,1,1,1,1108
UNISFA,2014,Sudan,Anthony,9.521561,28.482737,196,185,0,2,0,0,0,0,220
UNISFA,2014,Sudan,Banton,9.506389,28.470323,56,220,0,0,0,0,0,1,241
UNISFA,2014,Sudan,Diffra,9.931185,28.478984,300,300,0,2,0,0,0,0,300
UNISFA,2014,Sudan,Dokura,9.678986,28.458475,300,150,0,2,0,0,0,0,300
UNISFA,2014,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,1,150
UNISFA,2014,Sudan,Farouk,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2014,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2014,Sudan,Highway,9.552647,28.467694,30,150,0,0,0,0,0,0,150
UNISFA,2014,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,0
UNISFA,2014,Sudan,Marial Achak,9.479328,28.624917,161,150,0,0,0,0,0,1,161
UNISFA,2014,Sudan,Noong,9.703328,28.452392,300,300,0,0,0,0,0,1,300
UNISFA,2014,Sudan,Tejalei,9.673606,28.593325,242,300,0,0,0,0,0,1,242
UNISFA,2014,Sudan,Todach,9.734739,28.472629,230,150,0,0,0,0,0,1,386
UNMISS,2012,South Sudan,Bentiu,9.259905,29.80011,380,800,0,0,0,0,0,0,443
UNMISS,2012,South Sudan,Bor,6.205931,31.556326,540,1615,130,0,0,0,0,0,706
UNMISS,2012,South Sudan,Tambura,5.6,27.466667,0,150,0,0,0,0,0,0,150
UNISFA,2014,Sudan,Agany Toak,9.527483,28.434313,35,35,0,0,0,0,0,0,35
UNISFA,2014,Sudan,Anthony,9.521561,28.482737,196,105,0,2,0,0,0,0,220
UNISFA,2014,Sudan,Marial Achak,9.479328,28.624917,161,185,0,0,0,0,0,1,161
UNISFA,2014,Sudan,Todach,9.734739,28.472629,230,220,0,0,0,0,0,1,386
UNMISS,2012,South Sudan,Wau,7.702861,27.9953,830,1265,130,0,0,1,0,0,1266
UNMISS,2012,South Sudan,Rumbek,6.801996,29.691227,180,165,0,0,0,0,0,0,219
UNISFA,2014,Sudan,Tejalei,9.673606,28.593325,242,185,0,0,0,0,0,1,242
UNMISS,2012,South Sudan,Akobo,7.787749,33.004964,111,35,0,0,0,0,0,0,111
UNAMID,2019,Sudan,Kabkabiya,13.64746,24.086729,500,450,0,1,0,1,0,0,511
UNISFA,2014,Sudan,Abyei Camp,9.627095,28.434498,200,1155,0,3,0,1,1,1,1108
UNISFA,2014,Sudan,Anthony,9.521561,28.482737,196,370,0,2,0,0,0,0,220
UNISFA,2014,Sudan,Todach,9.734739,28.472629,230,600,0,0,0,0,0,1,386
MINUSCA,2014,Central African Republic,Kaga Bandoro,6.995947,19.184232,650,1100,0,2,0,1,0,0,1100
MINUSCA,2015,Central African Republic,Kaga Bandoro,6.995947,19.184232,650,1100,0,2,0,1,0,1,1100
MINUSCA,2017,Central African Republic,Kaga Bandoro,6.995947,19.184232,650,1100,0,2,1,1,0,1,1100
UNISFA,2015,Sudan,Dokura,9.678986,28.458475,350,150,0,2,0,0,0,1,350
UNISFA,2015,Sudan,Noong,9.703328,28.452392,150,150,0,0,0,0,0,0,150
UNISFA,2015,Sudan,Alal,9.793664,28.339436,150,150,0,0,0,0,0,1,150
UNISFA,2015,Sudan,Farouk,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2015,Sudan,Diffra,10.039248,28.406966,500,335,0,2,0,0,0,0,511
UNISFA,2015,Sudan,Um Khariet,9.778103,28.637597,150,150,0,0,0,0,0,0,150
UNISFA,2015,Sudan,Todach,9.734739,28.472629,250,370,0,0,0,0,0,1,523
UNISFA,2015,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,1,150
UNISFA,2015,Sudan,Tejalei,9.673606,28.593325,158,105,0,0,0,0,0,1,158
UNISFA,2015,Sudan,Highway,9.552647,28.467694,0,150,0,0,0,0,0,0,150
UNISFA,2015,Sudan,Banton,9.506389,28.470323,123,255,0,0,0,0,0,1,285
UNISFA,2015,Sudan,Athony,9.470559,28.464043,250,150,0,2,0,0,0,0,250
UNISFA,2015,Sudan,Agok,9.357486,28.5825788,150,150,0,0,0,0,0,0,150
UNISFA,2015,Sudan,Marial Achak,9.479328,28.624917,150,150,0,0,0,0,0,1,150
UNISFA,2015,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2015,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,0
MINUSCA,2018,Central African Republic,Kaga Bandoro,6.995947,19.184232,650,1100,0,2,1,1,0,1,1100
UNISFA,2015,Sudan,Dokura,9.678986,28.458475,350,450,0,2,0,0,0,1,350
UNISFA,2015,Sudan,Diffra,10.039248,28.406966,500,600,0,2,0,0,0,0,511
UNISFA,2015,Sudan,Todach,9.734739,28.472629,250,600,0,0,0,0,0,1,523
UNISFA,2015,Sudan,Tejalei,9.673606,28.593325,158,185,0,0,0,0,0,1,158
UNISFA,2015,Sudan,Banton,9.506389,28.470323,123,300,0,0,0,0,0,1,285
UNISFA,2015,Sudan,Athony,9.470559,28.464043,250,300,0,2,0,0,0,0,250
MINUSCA,2019,Central African Republic,Kaga Bandoro,6.995947,19.184232,650,1100,0,2,1,1,0,1,1100
MONUSCO,2015,DRC,Kavumu,-2.302778,28.8161111,650,892,0,0,0,0,1,0,892
UNISFA,2016,Sudan,Dokura,9.678986,28.458475,150,150,0,2,0,0,0,1,150
UNISFA,2016,Sudan,Noong,9.703328,28.452392,150,150,0,0,0,0,0,0,150
UNISFA,2016,Sudan,Alal,9.793664,28.339436,150,150,0,0,0,0,0,1,150
UNISFA,2016,Sudan,Farouk,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2016,Sudan,Diffra,10.039248,28.406966,150,185,0,2,0,0,0,0,185
UNISFA,2016,Sudan,Todach,9.734739,28.472629,150,370,0,0,0,0,0,0,370
UNISFA,2016,Sudan,Um Khariet,9.778103,28.637597,150,150,0,0,0,0,0,0,150
UNISFA,2016,Sudan,Tejalei,9.673606,28.593325,300,300,0,0,0,0,0,1,300
UNISFA,2016,Sudan,Banton,9.506389,28.470323,150,335,0,0,0,0,0,1,335
UNISFA,2016,Sudan,Marial Achak,9.479328,28.624917,150,150,0,0,0,0,0,1,150
UNISFA,2016,Sudan,Agok,9.357486,28.5825788,70,70,0,0,0,0,0,0,70
UNISFA,2016,Sudan,Athony,9.470559,28.464043,140,140,0,2,0,0,0,0,140
UNISFA,2016,Sudan,Highway,9.552647,28.467694,0,150,0,0,0,0,0,0,150
UNISFA,2016,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,1,150
UNISFA,2016,Sudan,Goli,9.848597,28.477926,150,220,0,0,0,0,0,1,220
UNISFA,2016,Sudan,Madingthon,9.601344,28.431379,35,35,0,0,0,0,0,0,35
UNISFA,2016,Sudan,Agany Toak,9.527483,28.434313,35,35,0,0,0,0,0,0,35
UNISFA,2016,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2016,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,0
UNISFA,2017,Sudan,Dokura,9.678986,28.458475,150,150,0,2,0,1,0,1,187
UNISFA,2017,Sudan,Athony,9.470559,28.464043,171,140,0,2,0,1,0,0,208
UNISFA,2017,Sudan,Agok,9.357486,28.5825788,61,70,0,0,1,0,0,0,61
UNISFA,2017,Sudan,Banton,9.506389,28.470323,121,335,0,0,1,0,0,1,306
UNISFA,2017,Sudan,Marial Achak,9.479328,28.624917,150,150,0,0,0,0,0,1,150
UNISFA,2017,Sudan,Tejalei,9.673606,28.593325,262,300,0,0,0,1,0,1,300
UNISFA,2017,Sudan,Um Khariet,9.778103,28.637597,150,150,0,0,0,0,0,0,150
UNISFA,2017,Sudan,Todach,9.734739,28.472629,150,370,0,0,0,1,0,0,398
UNISFA,2017,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,1,150
UNISFA,2017,Sudan,Highway,9.552647,28.467694,0,150,0,0,0,0,0,0,150
UNISFA,2017,Sudan,Noong,9.703328,28.452392,150,150,0,0,0,1,0,1,187
UNISFA,2017,Sudan,Alal,9.793664,28.339436,150,150,0,0,0,0,0,1,150
UNISFA,2017,Sudan,Farouk,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2017,Sudan,Diffra,10.039248,28.406966,187,185,0,2,1,1,0,0,260
UNISFA,2017,Sudan,Goli,9.848597,28.477926,150,220,0,0,0,0,0,1,220
UNISFA,2017,Sudan,Madingthon,9.601344,28.431379,70,70,0,0,0,0,0,0,70
UNISFA,2017,Sudan,Agany Toak,9.527483,28.434313,35,35,0,0,0,0,0,0,35
UNISFA,2017,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2017,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,0
MONUSCO,2016,DRC,Kavumu,-2.302778,28.8161111,487,892,0,0,0,0,1,0,758
UNISFA,2017,Sudan,Todach,9.734739,28.472629,150,335,0,0,0,1,0,0,398
UNISFA,2017,Sudan,Banton,9.506389,28.470323,121,220,0,0,1,0,0,1,306
UNISFA,2017,Sudan,Agok,9.357486,28.5825788,61,35,0,0,1,0,0,0,61
UNISFA,2017,Sudan,Athony,9.470559,28.464043,171,220,0,2,0,1,0,0,208
UNISFA,2017,Sudan,Dokura,9.678986,28.458475,150,300,0,2,0,1,0,1,187
UNISFA,2017,Sudan,Noong,9.703328,28.452392,150,300,0,0,0,1,0,1,187
MONUSCO,2016,DRC,Kavumu,-2.302778,28.8161111,487,625,0,0,0,0,1,0,758
MONUSCO,2017,DRC,Kavumu,-2.302778,28.8161111,325,625,0,0,0,0,1,0,625
UNISFA,2018,Sudan,Madingthon,9.601344,28.431379,70,70,0,0,0,0,0,0,70
UNISFA,2018,Sudan,Dokura,9.678986,28.458475,150,300,0,2,0,1,0,0,300
UNISFA,2018,Sudan,Alal,9.793664,28.339436,150,150,0,0,0,0,0,1,150
UNISFA,2018,Sudan,Noong,9.703328,28.452392,150,300,0,0,0,1,0,1,300
UNISFA,2018,Sudan,Farouk,10.110936,28.420397,150,150,0,0,0,0,0,1,150
UNISFA,2018,Sudan,Goli,9.848597,28.477926,150,220,0,0,0,0,0,1,220
UNISFA,2018,Sudan,Dungoup,9.629136,28.495775,150,150,0,0,0,0,0,1,150
UNISFA,2018,Sudan,Highway,9.552647,28.467694,0,150,0,0,0,1,0,0,270
UNISFA,2018,Sudan,Tejalei,9.673606,28.593325,150,300,0,0,0,1,0,1,300
UNISFA,2018,Sudan,Um Khariet,9.778103,28.637597,150,150,0,0,0,0,0,0,150
UNISFA,2018,Sudan,Agany Toak,9.527483,28.434313,35,35,0,0,0,0,0,0,35
UNISFA,2018,Sudan,Banton,9.506389,28.470323,150,335,0,0,1,0,0,1,335
UNISFA,2018,Sudan,Marial Achak,9.479328,28.624917,150,150,0,0,0,0,0,1,150
UNISFA,2018,Sudan,Agok,9.357486,28.5825788,91,70,0,0,1,0,0,1,91
MONUSCO,2018,DRC,Kavumu,-2.302778,28.8161111,325,625,0,0,0,0,1,0,568
UNISFA,2018,Sudan,Gok-machar,9.215412,26.859909,0,0,0,2,0,0,0,0,0
UNISFA,2018,Sudan,Kadugli,11.010596,29.713688,0,0,0,2,0,0,0,0,0
MONUSCO,2018,DRC,Kavumu,-2.302778,28.8161111,325,550,0,0,0,0,1,0,568
UNISFA,2018,Sudan,Highway,9.552647,28.467694,0,300,0,0,0,1,0,0,270
UNAMSIL,2000,Sierra Leone,Kenema,7.87666667,-11.1875,650,950,0,0,0,1,0,1,821
UNISFA,2018,Sudan,Rumajak/Dokura,9.678986,28.458475,150,300,0,2,0,1,0,0,300
MINUSMA,2014,Mali,Kidal,18.44111,1.40778,600,1050,0,1,0,1,0,0,1283
UNISFA,2018,Sudan,Agok,9.357486,28.5825788,91,105,0,0,1,0,0,1,91
MINUSMA,2014,Mali,Kidal,18.44111,1.40778,600,1350,0,1,0,1,0,0,1283
MINUSMA,2014,Mali,Kidal,18.44111,1.40778,600,1385,0,2,0,1,0,0,1283
MINUSMA,2015,Mali,Kidal,18.44111,1.40778,860,1385,320,2,0,1,0,0,1974
MINUSMA,2015,Mali,Kidal,18.44111,1.40778,860,1535,320,2,0,1,0,0,1974
MINUSMA,2015,Mali,Kidal,18.44111,1.40778,860,1200,320,2,0,1,0,0,1974
MINUSMA,2015,Mali,Kidal,18.44111,1.40778,860,2800,320,2,0,1,0,0,1974
MINUSMA,2015,Mali,Kidal,18.44111,1.40778,860,2950,320,2,0,1,0,0,1974
UNMIL,2003,Liberia,Monrovia,6.310556,-10.804722,1450,2650,0,3,0,1,0,1,2650
UNMIL,2003,Liberia,Monrovia Airport,6.289722,-10.758056,2850,2850,0,2,0,0,0,0,2850
UNMIL,2004,Liberia,Monrovia,6.310556,-10.804722,1150,2300,0,3,0,1,1,1,2100
UNMIL,2004,Liberia,Baila,7.060556,-9.167778,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Bo,7.107778,-11.189722,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Buchanan,5.886953,-10.031204,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Gbarnga,6.995556,-9.472222,650,950,0,2,0,1,0,1,950
UNMIL,2004,Liberia,Greenville,5.01111,-9.03889,483,150,0,0,0,0,0,0,483
UNMIL,2004,Liberia,Kle,6.694194,-10.87444,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Loguata,7.223889,-8.3475,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Monrovia Airport,6.289722,-10.758056,1950,2100,0,2,0,0,0,1,2100
UNMIL,2004,Liberia,River Cess,5.467338,-9.578576,150,185,0,0,0,0,0,0,161
UNMIL,2004,Liberia,Robertsport,6.75333,-11.36861,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Sagleipie,6.9625,-8.840556,73,150,0,0,0,0,0,0,73
UNMIL,2004,Liberia,Sanniquellie,7.3622222,-8.7061111,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Sinje,6.815833,-11.135833,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Tapeta,6.492222,-8.860278,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Tchien (Zwedru),6.066667,-8.128056,650,950,0,2,0,1,0,1,950
UNMIL,2004,Liberia,Tubmanburg,6.870833,-10.817222,650,950,0,2,0,1,0,1,950
UNMIL,2004,Liberia,Voinjama,8.421944,-9.747778,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Zorzor,7.779444,-9.430278,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Monrovia,6.310556,-10.804722,1150,2000,0,3,0,1,1,1,2100
UNMIL,2004,Liberia,Baha,6.7122222,-10.971944,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Bokay Town,6.22066,-10.276163,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Ganta,7.235,-8.984444,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Gbatala,6.886944,-9.677222,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Greenville,5.01111,-9.03889,483,650,0,0,0,0,0,0,483
UNMIL,2004,Liberia,Harlansville,5.88888889,-9.9361111,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Harper,4.375,-7.716944,650,650,0,0,0,0,0,0,650
UNMIL,2004,Liberia,Kakata,6.53,-10.351667,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Klay,6.694194,-10.87444,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Loguatuo,7.223889,-8.3475,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Plibo,4.589167,-7.6725,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,River Cess,5.467338,-9.578576,150,150,0,0,0,0,0,0,161
UNMIL,2004,Liberia,Sagleipie,6.9625,-8.840556,73,35,0,0,0,0,0,0,73
UNMIL,2004,Liberia,Webo,4.851667,-7.5975,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Winsue,7.254868,-9.47873,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Y Junction,6.183834,-9.760662,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Yekepa,7.579444,-8.537778,150,150,0,0,0,0,0,0,150
UNMIL,2004,Liberia,Fish Town,5.19639,-7.87556,35,35,0,0,0,0,0,0,35
UNMIL,2004,Liberia,Toe Town,6.407222,-8.555833,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Monrovia,6.310556,-10.804722,950,1585,0,3,0,1,0,1,1585
UNMIL,2005,Liberia,Baha,6.7122222,-10.971944,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Baila,7.060556,-9.167778,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Belifenai,7.26,-9.435278,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Bo,7.107778,-11.189722,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Bokay Town,6.22066,-10.276163,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Buchanan,5.886953,-10.031204,680,800,0,0,0,0,0,1,680
UNMIL,2005,Liberia,"Camp (only name given, just outside Gbarnga)",7.031145,-9.485428,0,0,0,0,0,0,0,1,0
UNMIL,2005,Liberia,Careysburg,6.403333,-10.548611,650,800,0,0,0,0,0,0,800
UNMIL,2005,Liberia,Fish Town,5.19639,-7.87556,21,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Ganta,7.235,-8.984444,650,650,0,0,0,0,0,1,650
UNMIL,2005,Liberia,Gbarnga,6.995556,-9.472222,800,1320,0,2,0,0,0,1,1200
UNMIL,2005,Liberia,Gbatala,6.886944,-9.677222,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Gbopolu,7.06666667,-10.4875,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Greenville,5.01111,-9.03889,650,650,0,0,0,0,0,1,650
UNMIL,2005,Liberia,Harbel Airport,6.239722,-10.3588889,210,450,0,0,0,0,1,0,450
UNMIL,2005,Liberia,Harper,4.375,-7.716944,650,650,0,0,0,1,0,1,770
UNMIL,2005,Liberia,Kakata,6.53,-10.351667,150,150,0,0,0,0,0,1,150
UNMIL,2005,Liberia,Klay,6.694194,-10.87444,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Loguatuo,7.223889,-8.3475,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Monrovia Airport,6.289722,-10.758056,1300,1335,0,2,0,0,0,1,1335
UNMIL,2005,Liberia,Phebe,7.033333,-9.55,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Plibo,4.589167,-7.6725,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,River Cess,5.467338,-9.578576,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Robertsport,6.75333,-11.36861,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Sagleipie,6.9625,-8.840556,127,35,0,0,0,0,0,0,127
UNMIL,2005,Liberia,Salala,6.745833,-10.108333,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Sanniquellie,7.3622222,-8.7061111,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Scheffelin,6.221389,-10.537778,112,0,0,0,0,0,0,1,112
UNMIL,2005,Liberia,Sinje,6.815833,-11.135833,650,685,0,0,0,0,0,1,685
UNMIL,2005,Liberia,Tapeta,6.492222,-8.860278,650,650,0,0,0,0,0,1,650
UNMIL,2005,Liberia,Tchien (Zwedru),6.066667,-8.128056,650,985,0,2,0,1,0,1,985
UNMIL,2005,Liberia,Tiene,6.968611,-11.313889,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Toe Town,6.407222,-8.555833,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Totota,6.8125,-9.938056,35,35,0,0,0,0,0,0,35
UNMIL,2005,Liberia,Tubmanburg,6.870833,-10.817222,650,985,0,2,0,1,0,1,985
UNMIL,2005,Liberia,Weala,6.675,-10.2261111,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Webo,4.851667,-7.5975,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Winsue,7.254868,-9.47873,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Voinjama,8.421944,-9.747778,650,650,0,0,0,0,0,1,650
UNMIL,2005,Liberia,Yekepa,7.579444,-8.537778,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Zorzor,7.779444,-9.430278,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Barclayville,4.67972,-8.23389,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Buchanan,5.886953,-10.031204,680,650,0,0,0,0,0,1,680
UNMIL,2005,Liberia,Camp Scheiffelin,6.221389,-10.537778,150,150,0,0,0,0,0,1,150
UNMIL,2005,Liberia,Foya,8.359704,-10.206634,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Gbarnga,6.995556,-9.472222,800,1020,0,2,0,0,0,1,1200
UNMIL,2005,Liberia,Harper,4.375,-7.716944,650,800,0,0,0,1,0,1,770
UNMIL,2005,Liberia,Joe,6.031139,-9.938617,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Loguata,7.223889,-8.3475,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Sagleipie,6.9625,-8.840556,127,150,0,0,0,0,0,0,127
UNMIL,2005,Liberia,Scheffelin,6.221389,-10.537778,112,150,0,0,0,0,0,1,112
UNMIL,2005,Liberia,Yallah Town 1,6.09545,-9.915778,150,150,0,0,0,0,0,0,150
UNMIL,2005,Liberia,Gbarnga,6.995556,-9.472222,800,1170,0,2,0,0,0,1,1200
UNMIL,2006,Liberia,Monrovia,6.310556,-10.804722,1100,1735,0,3,0,1,0,1,1735
UNMIL,2006,Liberia,Baha,6.7122222,-10.971944,150,150,0,0,0,0,0,0,150
UNMIL,2006,Liberia,Baila,7.060556,-9.167778,35,35,0,0,0,0,0,0,35
UNMIL,2006,Liberia,Barclayville,4.67972,-8.23389,150,150,0,0,0,0,0,0,150
UNMIL,2006,Liberia,Bo,7.107778,-11.189722,150,150,0,0,0,0,0,0,150
UNMIL,2006,Liberia,Bokay Town,6.22066,-10.276163,150,150,0,0,0,0,0,0,150
UNMIL,2006,Liberia,Buchanan,5.886953,-10.031204,650,650,0,0,0,0,0,1,650
UNMIL,2006,Liberia,Careysburg,6.403333,-10.548611,650,800,0,0,0,0,0,0,800
UNMIL,2006,Liberia,Fish Town,5.19639,-7.87556,35,35,0,0,0,0,0,0,35
UNMIL,2006,Liberia,Foya,8.359704,-10.206634,150,150,0,0,0,0,0,0,150
UNMIL,2006,Sierra Leone,Freetown,8.49,-13.234167,0,150,0,0,0,0,0,0,150
